id,artist_name,song_title,lyrics,parent_id,chunk_order,
Lupe Fiasco|||Kill|||161|||8,Lupe Fiasco,Kill,"Now it's Sunday mornin' for sinners
Preacher's daughter, holy water
Be reborn, beginner
'Round and 'round we know
It's like dollar bills to save
Make it rain on that collection plate
Need a dollar bill to save
Make it rain on that collection plate
And your dollar bills can save
Make it rain on that collection plate
You made it clap, now take it back (Pray)
You made it clap, now take it back (Pray)
You made it clap, now take it back (Pray)
You made it clap, now take it back (Woo)
Watch it all wash away (Hmm)
Watch it all wash away (Yeah, pray)
Watch it all wash away
<\Lyric>```",Lupe Fiasco|||Kill|||161,8,
Lupe Fiasco|||Lupe the Killer|||162|||0,Lupe Fiasco,Lupe the Killer,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Lupe the Killer <\Song title>
<Lyric> 
Uh! I bring you murder in the first
And even as we speak we getting further in this verse
With no further ado I do what I respect
Doom got me stripes like Hamburgler for my work
As Lupe the killa, killa, killa, killa
Mercy, he's a mess, so immersed in his murk
He's 2/3 submerged below the surface where they surf
This is where I lay it down like a bird giving birth
So call me ""Lu the Giant's Goose"" or just ""Faberge paint""
Til I'm called back to the shore by the watchers of the bay
I wait, til I come back like a tsunami
Never microwave like the watchers of the weight
I'm wrapped in aluminum foil, I do my dirt like Kwame
Until that same soil being pushed into my grave
But I'm so ahead of my time, the next day
Might strike oil where I been layed, homie I'm so crude
Texas tea, haters is so screwed
But I can't fill it like a flathead in a Philips
Don't get it twisted, nigga, I'm no tool
More cool than a pool in a blizzard
With ice cubes in it during Christmas
Meanin' there's no schoolin' the misfit
Like I'm throwin' a fit
Or I just can't fit it, tidbit too big
It's gotta hem it til it's fresh to death
Dressed to kill it, like uh!",Lupe Fiasco|||Lupe the Killer|||162,0,
Lupe Fiasco|||Lupe the Killer|||162|||1,Lupe Fiasco,Lupe the Killer,"Uh, 187 on my second, I reckon
This is an assault with a deadly session
A soft peace and blessings to the sentence that be reppin
All across in every direction, locality, and section
That know Lupe the killa, killa, killa, killa
Give it how I live it most niggas won't believe
Or achieve how I did it most niggas won't receive
'Til I leave and I bereave the secrets of my sickness
How I, flooded the streets like Venice
I've suffered, demanded, withstanded, pimp handed and hustlin'
I'm Colonel Mustard with the speech
They ain't catchin' me, no suspicions of stickin'
No convictions on my rap sheet
I'm so committing lay my murder game,that's sweet
Speakeasy like Prohibition, no admission
If you ain't knocking like me to the underground bar, burying a toast
Dodging the raid like roach, nigga please",Lupe Fiasco|||Lupe the Killer|||162,1,
Lupe Fiasco|||Lupe the Killer|||162|||2,Lupe Fiasco,Lupe the Killer,"Uh, I make it give up the ghost
On the trifecta, the third, I differ
Nigga, you ain't heard, my lecture like Lecter
Letchya in on a secret, but you can't leak it
Lupe's the killa, killa, killa, killa
Since my entrance, my niggas had packs
They moved em to a trap like Winston
Far from bustas, baby nah
All my homies henchmen
I was the rhymer, my talk went through the walls like Slimer
Or like, eating vagina
Or, a stray bullet, whichever ways I put it
Crooks was hooked like crooks through neighborhoods I pushed it
Little Caesar niggas pizzas was like ""book it""
Delivery mean like Leroy Green
They couldn't take it to the places I took it
Beware, you don't look it
You ain't dressed for this affair
I'm hooded in the bushes like uh
<\Lyric>```",Lupe Fiasco|||Lupe the Killer|||162,2,
Lupe Fiasco|||Real Recognize Real (Pills)|||164|||0,Lupe Fiasco,Real Recognize Real (Pills),"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Real Recognize Real (Pills) <\Song title>
<Lyric> 
*Helicopter propellers*
""Well, the first thing I want to say is"" (Uh)",Lupe Fiasco|||Real Recognize Real (Pills)|||164,0,
Lupe Fiasco|||Real Recognize Real (Pills)|||164|||1,Lupe Fiasco,Real Recognize Real (Pills),"They say real recognize real
The dollar bill will exercise our ills... E
Frauds is thoroughly camouflaged
And fatigued in the field, be careful who you believe
The pills is dealed like flaccid
Proceeds go towards the buyin' of Caprice Classics
With the wheels to match it, so they can mack it
Like an automatic weapon, steppin' off into traffic, like
""Check him,"" tears roll down the eyes of the rides
Inside of a funeral procession, here lies
Wit' Xs in his eyes, the unguided misdirected
Squad cars roll past and laugh",Lupe Fiasco|||Real Recognize Real (Pills)|||164,1,
Lupe Fiasco|||Real Recognize Real (Pills)|||164|||2,Lupe Fiasco,Real Recognize Real (Pills),"Out there
Out there (Uh)
, hahaha
Uh",Lupe Fiasco|||Real Recognize Real (Pills)|||164,2,
Lupe Fiasco|||Real Recognize Real (Pills)|||164|||3,Lupe Fiasco,Real Recognize Real (Pills),"They say the streets is a demon in a dress
With dollar signs in her eyes and semen on her breath, uh
Scantly clad, no panties, deep throatin' in an alley
Agin' badly, in sunglasses, she pretty
Slain boyfriend names is tattooed on her titties
Sprinklin' greed, ignorance, and envy inside of a Phillie, uh
Hennessey tears, ass'll bring ya enemies here
Flirt wit'cha flaws 'til you run up in her raw",Lupe Fiasco|||Real Recognize Real (Pills)|||164,3,
Lupe Fiasco|||Real Recognize Real (Pills)|||164|||4,Lupe Fiasco,Real Recognize Real (Pills),"You'll be out there (Uh)
Out there ()
Out there ()
And they say
Uh",Lupe Fiasco|||Real Recognize Real (Pills)|||164,4,
Lupe Fiasco|||Real Recognize Real (Pills)|||164|||5,Lupe Fiasco,Real Recognize Real (Pills),"They say the game has the belly of a beast
Blunts for fingers and hollow tips for teeth
Wiretaps for ears; Nike Airs for feet
Blasphemy for prayers; the system for a heart
Rap music for beats; heroin for a son
And it's married to the streets; crack pipes for lungs
And he never sleeps, just spies, with dice in his eyes
Loves life, 'cause he likes when it dies
With a bakin' soda soul, he cough up pleasure
Clothes made out of dollar bills that he sewed together (Uh)
He knows, he's clever, jail is his house
All the liquor that's poured out, goes right in his mouth
Rides around on a stray bullet; with prostitutes
Pimps, dope dealers, and killers tied to it to pull it (Uh)
A TV in his head, strippers slide down his legs
And he's known to ride around with the Feds, he's...",Lupe Fiasco|||Real Recognize Real (Pills)|||164,5,
Lupe Fiasco|||Real Recognize Real (Pills)|||164|||6,Lupe Fiasco,Real Recognize Real (Pills),"You'll be out there
Out there
Out there
Uh",Lupe Fiasco|||Real Recognize Real (Pills)|||164,6,
Lupe Fiasco|||Real Recognize Real (Pills)|||164|||7,Lupe Fiasco,Real Recognize Real (Pills),"But
Righteousness is a father teachin' his kids
That what's better than wealth, is the respect in the self
A pistol-packin' old lady standin' up
To the dope dealers on the block, makin' sure her presence is felt
A teacher teachin' that thinkin' is cool
Listen, before you mention ""not lettin' school turn 'em into fools""
Keeping God first, Lupe is here
F-N-F up, homie, I'll see you
<\Lyric>```",Lupe Fiasco|||Real Recognize Real (Pills)|||164,7,
Lupe Fiasco|||Glory|||165|||0,Lupe Fiasco,Glory,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Glory <\Song title>
<Lyric> 
When your spirit is strained
And you limited to change
The lyrics in your limericks'll change
A different hook, the way the sentences arranged
More demented in your deliverance, more sinister in your slang
Sounds more belligerent when it's sang
The truth is limitless in its range
If you drop a 'T' and look at it in reverse it can hurt
Look at the grimaces of the pain
And it's worse when it works and your membership is gained
But you forgetting the proof diminishes in the flames
Like 'poof', the media pours images in your brain
Of the score of the war where militants is slain
The faces of the guilty where innocence is proclaimed
And they filthy, the deaf ears are the winners
The listeners are the lames
Of the ballad of the man that the son of a minister has became
So",Lupe Fiasco|||Glory|||165,0,
Lupe Fiasco|||Glory|||165|||1,Lupe Fiasco,Glory,"Wherefore does my glory go?
Wherefore does my glory go? (Glory, glory)
Wherefore does my glory go?(Wherefore does my glory go?)
Wherefore does my glory go? (Glory, glory)",Lupe Fiasco|||Glory|||165,1,
Lupe Fiasco|||Glory|||165|||2,Lupe Fiasco,Glory,"But you gotta understand, our differences is the same
What starts in clouded minds, finishes in the reign
Of the fools that are used as instruments in the game
Where oppression is the queen and ignorance is the king
Where revolution is dead, no candles in its memory
No remembrance of its fame, just a mystery
No mentioning the history of the chain, the enemy
No hennessy sentiments in its name
Just an unmarked grave that menaces have defamed
With the propaganda, and images of the gangs
A lost art, no apprentices in it trained
And they brainwashed, no interest in its stain
And the minds weary, all the adrenaline in it drained
While the wrecking ball is, disassembling things
Her highness is the cause, his eminence is the blame
The pride is still there, the privileges still remain, but",Lupe Fiasco|||Glory|||165,2,
Lupe Fiasco|||Glory|||165|||3,Lupe Fiasco,Glory,"And you've gotta respect the position in which you playing
Never let your heart reflect the conditions in which its staying
Even if it's dark, and the temperature is the same
As winters in the Ukraine, your appendages is in chains
Have forgiveness from the start, keep maliciousness restrained
Be smart, never indiscriminate in your aim
'Cos there's innocent witnesses oblivious to the things
That come, the one's the hypnotists keep entertained
And you can't arc, have some resilience in your frame
Stay resistant, and committed to what you sing, 'cos
They'll flip it the minute that you refrain
Read the book and the lines, and literature in between
You gotta be educated when going against the grain
Pay attention, they illegitimate in their claims
They assisted in the killing and pillaging
In addition to the addiction
Shit is much bigger than just them planes, but",Lupe Fiasco|||Glory|||165,3,
Lupe Fiasco|||Glory|||165|||4,Lupe Fiasco,Glory,"Wherefore does my glory go?
(Is it on TV? Yeah)
Wherefore does my glory go?
(Maybe it's on a CD?)
Wherefore does my glory go?
(Do you see it when you look at me?)
<\Lyric>```",Lupe Fiasco|||Glory|||165,4,
Lupe Fiasco|||Palaces|||166|||0,Lupe Fiasco,Palaces,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Palaces <\Song title>
<Lyric> 
Part I",Lupe Fiasco|||Palaces|||166,0,
Lupe Fiasco|||Palaces|||166|||1,Lupe Fiasco,Palaces,"We've been talented, all along
We think we're fortresses, made of stone
But we?™re just palaces made out of flesh and bone
Waiting for our time to shine to come on home
Oh-oh-oh-oh",Lupe Fiasco|||Palaces|||166,1,
Lupe Fiasco|||Palaces|||166|||2,Lupe Fiasco,Palaces,"Lord, please bless my castle of sand
Waiting on a battle, sword handle all in my hand
The war forces more toward my door with demands
More important than the fortune that you poured in my pan
From freestyling to recording advance
Can you please reinforce all my borders and bands?
I should've put it towards some plans
Want a forest, gotta water some plants, huh
Normally, ignoring the branch
Is par for the course, but when you hold a culture, you can't
Can't parkour over a part
You gotta march forth over your art and for your fans
When you cornered, gotta shorten your stance
Lessen your tells, Philly-shelled, don't orbit or dance
You hear the bell then report to the band
Then do whatever that the chorus commands and for the 'Gram",Lupe Fiasco|||Palaces|||166,2,
Lupe Fiasco|||Palaces|||166|||3,Lupe Fiasco,Palaces,"We've been talented, all along
We think we're fortresses, made of stone
But we're just palaces made out of flesh and bone (Made out of flesh and bone)
Waiting for our time to shine to come on home (Our time to come on home)
Oh-oh-oh-oh",Lupe Fiasco|||Palaces|||166,3,
Lupe Fiasco|||Palaces|||166|||4,Lupe Fiasco,Palaces,"Lord, please bless my mansions of cards
If ever challenged, let us camp in the car (Uh)
Or hang a hammock from a branch in the park
A planet made of uninhabited parts (Uh)
Being anonymous don't grant you some dark
Even astronomers keep a camera on Mars (Uh)
Satellites attract where you are
And see your blackest night, attack it with sparks (Uh)
Fireworks are not a match for a star
And fire hurts, burns, blackens, and scars (Uh)
Can still emerge learned, attractive, and sharp
From out the ashes of galactic barrage, yeah
It gets savage where they traffic mirage
It ain't no magic, they in back of it, secret hatches and frauds
You gotta take it back to the start
You gotta tap and learn to rap from the heart, yeah, yeah",Lupe Fiasco|||Palaces|||166,4,
Lupe Fiasco|||Palaces|||166|||5,Lupe Fiasco,Palaces,"We've been talented, all along
We think we're fortresses, made of stone
But we?™re just palaces made out of flesh and bone
Waiting for our time to shine to come on home
Oh-oh-oh-oh
Part II",Lupe Fiasco|||Palaces|||166,5,
Lupe Fiasco|||Palaces|||166|||6,Lupe Fiasco,Palaces,"Uh, yeah
Lord, please bless my palace of bones
My soul call my skeleton home, it's on the phone (Hello?)
Give the receiver back to Tyrone
We made a pact, nigga, I'm goin' back home (Alright)
Yeah, pack my bags, stagger back to the zone
With a back full of daggers I've thrown
I'm like my own masochist, slash my wrist with a poem, and when I'm gone
Don't tamper with or sample my songs unless you strong
Bicep emojis in the group chat
Five sets of burpees, don't disturb me if the booth black
I'm going through it, got a bunch of baggage on my roof rack
I have a lot of habits that produced that
They gon' put they tag on it, my condolences to the fast moments
Hope the solar system assist my slower mission and put some lag on it
Window to my soul, peering inside
The crib where my spirit resides, lyrics or die
<\Lyric>```",Lupe Fiasco|||Palaces|||166,6,
Lupe Fiasco|||SNDCLSH In Vegas|||167|||0,Lupe Fiasco,SNDCLSH In Vegas,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> SNDCLSH In Vegas <\Song title>
<Lyric> 
Let's go, hah
It's some fresh new Vans on my fresh new plans
Obama lied to you you nigga no you can't, ha
Change these nuts, shout to Fox News tryin' ta change me up
Sorry Uncle Rush but I still don't vote
Cause niggas on the ballot and there's still no hope
So I'm back in the hood, Englewood to Inglewood
Doin' work that politician should, good
Blocks do they best tryin' to break my heart
Just tryin' to make you smart when I make my art
Occupy forever, more tents to the park
Howard Zinn gettin' spins in the Benz
If it's not him, it' NPR, Diane Rehms
Kai Ryssdal, Amy Goodman
Sorry Bill O'Reilly but I'm so involved
Can you ask Limbaugh to return my calls",Lupe Fiasco|||SNDCLSH In Vegas|||167,0,
Lupe Fiasco|||SNDCLSH In Vegas|||167|||1,Lupe Fiasco,SNDCLSH In Vegas,"Yeah, Atlantic on the fritz
Cause I might not step foot back in that bitch
It disgusts me like Jerry Sandusky
Goodness gracious pedophiles and rapists, in high places
Not to mention slavery and slave ships
Come on Lu, gon' and keep it out the past
Tell Jerry's cellmate try and keep it out his ass
What happened to the class? All the low blows
I guess that most of the kids who black from the choke holds
As long as y'all win you can still put it in
Yup, hip hop back with a vengeance
Spirit of Chuck D with a whole lot of interest
Just inches from the entrance
Not to knock nice, but to knock it off the hinges, huh",Lupe Fiasco|||SNDCLSH In Vegas|||167,1,
Lupe Fiasco|||SNDCLSH In Vegas|||167|||2,Lupe Fiasco,SNDCLSH In Vegas,"I'm just playin', I'm just playin'
You know I like y'all
Well, some of y'all
But you know who I'm talking to, I rock with y'all
You know we do it big
Atlantic records First and Fifteenth all day
Yeah, let's go",Lupe Fiasco|||SNDCLSH In Vegas|||167,2,
Lupe Fiasco|||SNDCLSH In Vegas|||167|||3,Lupe Fiasco,SNDCLSH In Vegas,"SNDCLSH in Vegas, only dropping those new Kaskade hits
Let's see how crazy the rave gets
Might play my 2Pac favorites
Me and Sky back in the Labs
Q came through with beats by the back
Shout to Bassnec, count all that cash
Whatever you do, don't drop that flag
Watch is stll gold, chain is still gold
Feelin' brand new, Ferrari still old
Got the dreads cause Marley still cold
GTR my car be real slow
Nah my car be real close
To the speed of the light when I be on roads
Flow like I be on roids and I be on ten when I be on tour
<\Lyric>```",Lupe Fiasco|||SNDCLSH In Vegas|||167,3,
Lupe Fiasco|||Yoga Flame|||168|||0,Lupe Fiasco,Yoga Flame,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Yoga Flame <\Song title>
<Lyric> 
Enemy of the State
I call this one ""Yoga Flame""
Yoga flame!
Aww",Lupe Fiasco|||Yoga Flame|||168,0,
Lupe Fiasco|||Yoga Flame|||168|||1,Lupe Fiasco,Yoga Flame,"Meditate, on the floor, fold your legs, resonate
Breathing speed, regulate, clear my mind 'til it levitate
Dhalsim, I beat the game, level eight, hella good
Never great 'cause God is great, so, ain?™t no goats, ain?™t no gates
Fences see the rams ram, lambs let, sheep?™s skate
Brace yourself, teeth straight?”fix your face, for Pete?™s sake
Birthday wordplay, piece of cake, fold the flow with seats for eight
Ororo Munroe, make it rain, not with bills, I make it change
Take that cool shit, make it lame, take that nerd shit, make it bang
Yeah, you heard us?”make it bang
Yeah, you heard me: Make it bang
Melt the change and make a ring, take that ring and make a bracelet
Take that bracelet make a chain, look how far my necklace hang
Connect that chain up to a crane, pull the game up by the brains
Could not move it just with brains, so, I had to use some bling
Shouts to Drizzy, shout to Wayne, Yeezy, Jeezy, Ricky, Fifty
Raekwon, Loso, Gucci Mane?”I?™m not going to drop my name
Sneak that message to the masses: You can call me ""Chocolate Rain""
You might think my wallet drained?”look how far my pockets hang
That?™s cause I got pocket change?”my net worth is basketball
They net worth is soccer games?”tell them niggas, ""Stop it man""
But they cannot stop it, man, so, they forced to watch it drain
They be looking so blue like water when I wash my jeans
King without the whoppers and king without no Pablo and
King and I ain?™t got no dreams
Bruce Lee, dishwasher, cleaning out your pots and pans
These niggas ain?™t got no staying power
Once I hit them with the powder, then throw 'em in the shower
These niggas slower than some dial-up
I be on my broadband, these niggas still downloading
Lu finished, you still up on YouSendIt, uShare
ZShare, how long you going to be there? Damn
FinallyFast.com for you, fam
Information superhighway?”these niggas ain?™t got no lane
But you can ride my shoulder, like they pulled you over
I sit in the driver?™s seat; you sit on the sofa
I am Patrick Swayze; you are Whoopi Goldberg
'Cause he was a beast in the way that he controlled her
Rest in peace to Patrick; rest in peace to Stacks, kid
Rest in peace to rap?”no, rest in peace to wackness
Yeah, nigga, I whacked it
Baby boy with the glasses
He is like a Black, rap Zach Galifianakis
Hangover, game over, nigga, that?™s it!",Lupe Fiasco|||Yoga Flame|||168,1,
Lupe Fiasco|||Yoga Flame|||168|||2,Lupe Fiasco,Yoga Flame,"(Yoga flame!)
Enemy of the State
<\Lyric>```",Lupe Fiasco|||Yoga Flame|||168,2,
Lupe Fiasco|||Kneelin??On Needles|||169|||0,Lupe Fiasco,Kneelin??On Needles,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Kneelin??On Needles <\Song title>
<Lyric> 
Wa-ves
You say waves, I say wa-ves
Kaepernick, waddup?
I knew they was gonna do that to you, but it's all good though
You gotta stand up for something, know what I'm talking about?
Yeah, uh",Lupe Fiasco|||Kneelin??On Needles|||169,0,
Lupe Fiasco|||Kneelin??On Needles|||169|||1,Lupe Fiasco,Kneelin??On Needles,"Gravitons, orbit around my halo space
Halo space
Little Debbie crumbs and potato flakes
Junkyard food meets 808s
Better say your grace, stay your place
Play your bass
And wait on a upright right up to them niggas that don't like us
Writer, fiber optics on high fiber
Move, quick like that
No Aiko ass, ain't shit like that
Magnum entendre, rollin' on a rubber
Hit Virgin for the album, I was floatin' on the cover
I pit my car, they let a lad in
I was floatin' on the cover, made a message out a mess
Got 'em clothes up the flow then taught 'em how to dress
Made a space so they can milk this way
Had 'em open up the udders
Broken off hat had folks in all colors
I wish a nigga would try and open y'all shutters
Cartier frames, Aoki on a shirt in the red and white chukkas
Why you goin' all hard though?
NASCAR star got bars by the carload
You know LF won to come out the top
But for this ten, I'ma just open up the car door
And my deepness
Might spit the stash box sequence that'll open up the cargo
If I break it down to you lil' homie, might get a nigga car towed
You ain't gotta worry 'bout ours though
DROGAS Light, DROGAS
And I might drop SKULLS as an art show
K-Dot want stretch marks?
I wanna own everything that's west of the best parts
K.R.I.T. everything from the legs down
Mickey Factz everything where the neck starts
Necklace, head, heart, go
Get set, mark, oh",Lupe Fiasco|||Kneelin??On Needles|||169,1,
Lupe Fiasco|||Kneelin??On Needles|||169|||2,Lupe Fiasco,Kneelin??On Needles,"Turn the mics up
Like a nigga 'round fight club
And the fuzz came through to indict us
But it's an inside job to decrease the supply
Then turn around and drive all the price up
I be speaking it right
But it's hard to believe that people still believe
That Jesus is white, oh Lord
I be speaking it right
It's hard to believe that people still believe
That Jesus is white, all right
All right, oh Lord",Lupe Fiasco|||Kneelin??On Needles|||169,2,
Lupe Fiasco|||Kneelin??On Needles|||169|||3,Lupe Fiasco,Kneelin??On Needles,"But, I'm back to the mentally
And it?™s not about natural ability
You would think that Kaep' took a shat
On the Statue of Liberty, goddamn
It?™s like we trapped in a memory
Untrue facts where black is an injury
It makes me wanna snap just to slap me an enemy
Then go into the back and just rap to infinity
Fuck, be more like Chance
Solo acts be more like bands
Adversaries be more like fans
BDs and GDs be more like fam
I?™m just vying for the summer
Women lie, men lie, and everybody lie about the numbers
Hard to be smart
When the only thing on your mind's dying from a thumper
I know I'm weird but nigga it's real
Better to hear it from a nigga like Lu
Before you hear it from a nigga like Trump
Talk to a nigga like you, oh Lord",Lupe Fiasco|||Kneelin??On Needles|||169,3,
Lupe Fiasco|||Kneelin??On Needles|||169|||4,Lupe Fiasco,Kneelin??On Needles,"Yeah, DROGAS, DROGAS, DROGAS, yeah
In stores now, uhh, and we going on tour too
Lu! Truly yours
Wa-ves on the way, it's genius!
Oh Lord, know what I'm talking about?
Izzy, waddup?!
<\Lyric>```",Lupe Fiasco|||Kneelin??On Needles|||169,4,
Lupe Fiasco|||No. 1 Headband|||170|||0,Lupe Fiasco,No. 1 Headband,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> No. 1 Headband <\Song title>
<Lyric> 
All
All that I want is a little bit of buh-duh-dabba-dabba-za-za
Buh-duh-zoobba-zabba
And they say that what I want, they say all that I want, that I want
All that I want is a little boppa-da-toppa-ta-ta-tada-dum
And I say that all that I want is just a little bit of bam, bam, ba-bam, bam, bown, bown
It's the??,Lupe Fiasco|||No. 1 Headband|||170,0
Lupe Fiasco|||No. 1 Headband|||170|||1,Lupe Fiasco,No. 1 Headband,It's the way of the warrior", wading the waters of waters for crystal clear,,
Lyrical smears, pierces the ears like Mike,,,,,
Like mics pointed at monitors, receivin' fever like a thermometer,,,,,
We burnin', well turn it back like thermostats,,,,,
Burnin' like Mississippi and furnaces, and thermoses, and gats,,,,
Right after brats, right after that,,,,,
We be coolin', jump back in the pool and,,,,,
This thÐµ Samurai," how are you doin'?""",Lupe Fiasco|||No. 1 Headband|||170,1,,,
Lupe Fiasco|||No. 1 Headband|||170|||2,Lupe Fiasco,No. 1 Headband,"I'ma be the onÐµ that you??Yeah, I'ma be the one that you??(I'ma be the one)
Oh yeah, I'ma be the one
That you??that you??that you??I'ma be the one that you (I'ma be the one)
I'ma be the one, I'ma be the one that you??(I'll be the one)
I'ma be the one that you (I'ma be the one)
Bum, bum, bum, bum (I'ma be the one)",Lupe Fiasco|||No. 1 Headband|||170,2,
Lupe Fiasco|||No. 1 Headband|||170|||3,Lupe Fiasco,No. 1 Headband,"I turn letters to rhetoric
Turnin' feathers to fetishes, dispersin' treasure
Like turkeys in the ghetto, gather 'round, you receptors
Come and look inside of these walls like metal detectors
If they could talk, they would probably say it's soft
Them is just my thoughts go off, even if it's off, but never caught
How Sway? How Ye?
Trial day, know exactly just what I'll say
When they ask whatever, I'll say ""No idea""
Can you approach the bench with no Ikea to build your case?
Feelin' safe, but still escape, a chilling place
Around a bunch of sinners who feelin' great
Or around a bunch of niggas who innovate, take real estate
Gentrify different sides like Geminis
Energize like the Starship Enterprise",Lupe Fiasco|||No. 1 Headband|||170,3,
Lupe Fiasco|||No. 1 Headband|||170|||4,Lupe Fiasco,No. 1 Headband,"I'ma be the one that you??Yeah, I'ma be the one that you??(I'ma be the one)
I'ma be the one you??(I'll be the one, I'ma be the one)
(I'll be the one, I'ma be the one)
I'ma be the one (I'ma be the one)
I'ma be the one (I'ma be the one)",Lupe Fiasco|||No. 1 Headband|||170,4,
Lupe Fiasco|||No. 1 Headband|||170|||5,Lupe Fiasco,No. 1 Headband,"Yeah, numero uno, Yokozuna and sumo
To try to run in my shoes, gotta throw yo' Pumas to Pluto
Karate in those huaraches, only zookas get that judo
How far your soul go is so far and solar
And Solo is no-show and anti and social
Turned Gary to Gold Coast, from goalpost
From soldier to toll roads, I told bro, ""I'm number one""
Put the ""go"" in the Gohan, turn go into Voltron
I'm the number-one headband wearer
Walk it like I talk it, never false it like Farrah
Headphones on the train, headbanging to the snare-a
I'll put it in your range, let it wang like Vera
For everyone, stereo feel like steroids to carry
Heavy shit to pick up, but you could barely lift, now you Larry Wheels
Done, so bring it back to the flex
Just flip it over, put it back in the deck",Lupe Fiasco|||No. 1 Headband|||170,5,
Lupe Fiasco|||No. 1 Headband|||170|||6,Lupe Fiasco,No. 1 Headband,"I'ma be the one that you??Yeah, I'ma be the one that you??(I'ma be the one)
I'ma be the one you??(I'll be the one, I'ma be the one)
(I'll be the one, I'ma be the one)
(I'ma be the one)
(I'ma be the one)
<\Lyric>```",Lupe Fiasco|||No. 1 Headband|||170,6,
Lupe Fiasco|||Something That I Never Had|||172|||0,Lupe Fiasco,Something That I Never Had,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> Something That I Never Had <\Song title>
<Lyric> 
Please don't hate me
This ain't personal
I just wanted something that I never had
Please don't hate me
This ain't personal
I just wanted something that I never had
Please don't want  me
This ain't personal
I just needed something that I never had
And just something that I never had
Just something that I never had
Give me something that I never had",Lupe Fiasco|||Something That I Never Had|||172,0,
Lupe Fiasco|||Something That I Never Had|||172|||1,Lupe Fiasco,Something That I Never Had,"He said
Sins of the father fall on the fins of the father swimmer
Then my son is going to Jannah
Nah, don't get off topic nigga, found this in your pocket nigga
I ain't trying to get on science or rockets with you bitch
I've been rocking with you since it was little or nothing
Rhythm adjusting to say your mental vision to someone
Criminal customs still remain, you broken law
Open a broken jaw, say you ain't going to wow
Yeah she stands here holding your smoking sour
To her big as the while spent that you were small as a locked pitching
Till we losing respect for a pocket picker prediction
New York will celebrate if the Knicks win
And then we'll hesitate and the Benz lens
Try shooting a gun from this end
This and that fics and facts and is missing, twisting, denying, amplifying
But there's science behind my diamonds bitch, gone",Lupe Fiasco|||Something That I Never Had|||172,1,
Lupe Fiasco|||Something That I Never Had|||172|||2,Lupe Fiasco,Something That I Never Had,"Please don't hate me
This ain't personal
I just wanted something that I never had
Please don't want me
This ain't personal
I just needed something that I never had
And just something that I never had
Just something that I never had
Give me something that I never had",Lupe Fiasco|||Something That I Never Had|||172,2,
Lupe Fiasco|||Something That I Never Had|||172|||3,Lupe Fiasco,Something That I Never Had,"She said
Pins of the mother falling on chest of a doll of a cheating nigga
Simultaneously is breathing with it
Is comfortable you see as slippers
We agree to better eat and now that evil vengeance visiting eating with her
Eating dinner, dinner being the inner Eden in her
Anything to get back at that nigga
Her ain't eating any of the bean dinner, dinner eating her with Eden
Visiting vengeance evil her at eating bitter
The  wee slippers in seating comfortable with his breathing he simultaneously
Nigga
Cheatin', furthermore repeating
Furthermore repeating
Repeatedly cannonballing off in the deep end
If walking off is your defense
Then walling off your reasons
From all the talk is indecent
I bought this doll from a priestess
If you been feeling awfully nauseous said recent that's the reason bitch, gone",Lupe Fiasco|||Something That I Never Had|||172,3,
Lupe Fiasco|||Something That I Never Had|||172|||4,Lupe Fiasco,Something That I Never Had,"Please don't want  me
This ain't personal
I just needed something that I never had
And just something that I never had
Just something that I never had
Give me something that I never had",Lupe Fiasco|||Something That I Never Had|||172,4,
Lupe Fiasco|||Something That I Never Had|||172|||5,Lupe Fiasco,Something That I Never Had,"And he can't talk yet
Sippy cup sit on sofa beside the shoe of a trusted sitter
Overhearing the bitter
Over here by the mirror was little man making pictures
Hitting his firetruck with one of his action figures
Looks and sees a bird, by the open window he ventures
Contemplates, then enters
Or exit, crawls out on to the ledges
The bird that he once seen is now move closer to the edges
He pursues it but his balance starts to lose it
So he slips and then he falls into a car driving by roofless
In the back seat with no scratches
Driver caught up in the music so he didn't hear him enter we he fell down cause that stupid bitch
Was so caught up in Revenge
Too busy sticking in her pins
Luckily he landed in the back of his daddy's Benz
But he was on his way to go and cheat again",Lupe Fiasco|||Something That I Never Had|||172,5,
Lupe Fiasco|||Something That I Never Had|||172|||6,Lupe Fiasco,Something That I Never Had,"Please don't hate me
This ain't personal
I just wanted something that I never had
Please don't want me
This ain't personal
I just needed something that I never had
Please don't hate me
This ain't personal
I just wanted something that I never had
<\Lyric>```",Lupe Fiasco|||Something That I Never Had|||172,6,
Lupe Fiasco|||National Anthem|||173|||0,Lupe Fiasco,National Anthem,"```
<Artist name> Lupe Fiasco <\Artist>
<Song title> National Anthem <\Song title>
<Lyric> 
Check
One, two
Aw, nah",Lupe Fiasco|||National Anthem|||173,0,
